datarate 		Distance 		Payload data	 	Nodes  		Net_throughput		Delay		NR
4		60		500		5		0.188571 		0 		1
4		60		500		6		0.130952 		0 		1
4		60		500		7		0.0962099 		0 		1
4		60		500		8		0.0736607 		0 		1
4		60		500		9		0.0582011 		0 		1
4		60		500		10		0.0471429 		0 		1

4		65		500		2		1.17857 		0 		1
4		65		500		3		0.52381 		0 		1
4		65		500		4		0.294643 		0 		1
4		65		500		5		0.188571 		0 		1
4		65		500		6		0.130952 		0 		1
4		65		500		7		0.0962099 		0 		1
4		65		500		8		0.0736607 		0 		1
4		65		500		9		0.0582011 		0 		1
4		65		500		10		0.0471429 		0 		1

4		70		500		2		1.17857 		0 		1
4		70		500		3		0.52381 		0 		1
4		70		500		4		0.294643 		0 		1
4		70		500		5		0.188571 		0 		1
4		70		500		6		0.130952 		0 		1
4		70		500		7		0.0962099 		0 		1
4		70		500		8		0.0736607 		0 		1
4		70		500		9		0.0582011 		0 		1
4		70		500		10		0.0471429 		0 		1

4		75		500		2		1.17857 		0 		1
4		75		500		3		0.52381 		0 		1
4		75		500		4		0.294643 		0 		1
4		75		500		5		0.188571 		0 		1
4		75		500		6		0.130952 		0 		1
4		75		500		7		0.0962099 		0 		1
4		75		500		8		0.0736607 		0 		1
4		75		500		9		0.0582011 		0 		1
4		75		500		10		0.0471429 		0 		1

4		80		500		2		1.17857 		0 		1
4		80		500		3		0.52381 		0 		1
4		80		500		4		0.294643 		0 		1
4		80		500		5		0.188571 		0 		1
4		80		500		6		0.130952 		0 		1
4		80		500		7		0.0962099 		0 		1
4		80		500		8		0.0736607 		0 		1
4		80		500		9		0.0582011 		0 		1
4		80		500		10		0.0471429 		0 		1

4		85		500		2		1.17857 		0 		1
4		85		500		3		0.52381 		0 		1
4		85		500		4		0.294643 		0 		1
4		85		500		5		0.188571 		0 		1
4		85		500		6		0.130952 		0 		1
4		85		500		7		0.0962099 		0 		1
4		85		500		8		0.0736607 		0 		1
4		85		500		9		0.0582011 		0 		1
4		85		500		10		0.0471429 		0 		1

4		90		500		2		1.17857 		0 		1
4		90		500		3		0.52381 		0 		1
4		90		500		4		0.294643 		0 		1
4		90		500		5		0.188571 		0 		1
4		90		500		6		0.130952 		0 		1
4		90		500		7		0.0962099 		0 		1
4		90		500		8		0.0736607 		0 		1
4		90		500		9		0.0582011 		0 		1
4		90		500		10		0.0471429 		0 		1

4		95		500		2		1.17857 		0 		1
4		95		500		3		0.52381 		0 		1
4		95		500		4		0.294643 		0 		1
4		95		500		5		0.188571 		0 		1
4		95		500		6		0.130952 		0 		1
4		95		500		7		0.0962099 		0 		1
4		95		500		8		0.0736607 		0 		1
4		95		500		9		0.0582011 		0 		1
4		95		500		10		0.0471429 		0 		1

4		100		500		2		1.17857 		0 		1
4		100		500		3		0.52381 		0 		1
4		100		500		4		0.294643 		0 		1
4		100		500		5		0.188571 		0 		1
4		100		500		6		0.130952 		0 		1
4		100		500		7		0.0962099 		0 		1
4		100		500		8		0.0736607 		0 		1
4		100		500		9		0.0582011 		0 		1
4		100		500		10		0.0471429 		0 		1
